,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_n_estimators,param_n_jobs,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.9344175815582275,0.29515402248702577,0.0052001953125,0.0019392166620635107,6,3,100,-1,,"{'max_depth': 6, 'min_samples_leaf': 3, 'n_estimators': 100, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
29,0.17219996452331543,0.02406169424319086,0.017799854278564453,0.007138596222565677,,3,,-1,3,"{'min_samples_leaf': 3, 'min_samples_split': 3, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
30,0.15359992980957032,0.016536327462209243,0.013800287246704101,0.0024821084208208185,,3,,-1,5,"{'min_samples_leaf': 3, 'min_samples_split': 5, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
31,0.12801027297973633,0.0201577849310534,0.011999702453613282,0.0034057285681783084,,3,,-1,10,"{'min_samples_leaf': 3, 'min_samples_split': 10, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
32,0.11811313629150391,0.014880563530948182,0.01060018539428711,0.0008007176379144084,,5,,-1,2,"{'min_samples_leaf': 5, 'min_samples_split': 2, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
33,0.10899176597595214,0.006038432035422888,0.00940093994140625,0.0004899014984783089,,5,,-1,3,"{'min_samples_leaf': 5, 'min_samples_split': 3, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
34,0.11259980201721191,0.008015546147800735,0.009799718856811523,0.0017202794883829566,,5,,-1,5,"{'min_samples_leaf': 5, 'min_samples_split': 5, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
35,0.09440026283264161,0.006375217505864753,0.008199548721313477,0.0011659999744106613,,5,,-1,10,"{'min_samples_leaf': 5, 'min_samples_split': 10, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
36,0.08219962120056153,0.005454978685143804,0.007200765609741211,0.0014698666504397032,,7,,-1,2,"{'min_samples_leaf': 7, 'min_samples_split': 2, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
37,0.07680010795593262,0.007082672531122391,0.0072002410888671875,0.0011655255463639339,,7,,-1,3,"{'min_samples_leaf': 7, 'min_samples_split': 3, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
38,0.06819992065429688,0.009368072512702625,0.007199668884277343,0.0009797834711828255,,7,,-1,5,"{'min_samples_leaf': 7, 'min_samples_split': 5, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
39,0.06139936447143555,0.008380129899712438,0.006399679183959961,0.001355376431067985,,7,,-1,10,"{'min_samples_leaf': 7, 'min_samples_split': 10, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
40,0.07100005149841308,0.008601762784643177,0.006999397277832031,0.0014144483292610605,,10,,-1,2,"{'min_samples_leaf': 10, 'min_samples_split': 2, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
41,0.06121516227722168,0.0039802534177607206,0.005190038681030273,0.0004048984497687885,,10,,-1,3,"{'min_samples_leaf': 10, 'min_samples_split': 3, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
42,0.06323599815368652,0.008133658386470847,0.0067996978759765625,0.0016002953191828029,,10,,-1,5,"{'min_samples_leaf': 10, 'min_samples_split': 5, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
43,0.0608123779296875,0.006281562294333701,0.005400466918945313,0.0010207028718930817,,10,,-1,10,"{'min_samples_leaf': 10, 'min_samples_split': 10, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
44,0.06039958000183106,0.007391769724029205,0.00619974136352539,0.0014697236418571276,,,,-1,2,"{'min_samples_split': 2, 'n_jobs': -1}",0.3316174370699959,0.31964467955533227,0.32488905486316066,0.27039583855372973,0.3241452679438236,0.3141384555972085,0.022203430002290008,1
